recip_state,fips,time,counts_spatial,counts_opt_model,cdc_reported,state_totals
AL,01077,1,1,746,0,75
AL,01077,2,603,1294,1310,57984
AL,01077,3,3371,2222,6149,298465
AL,01077,4,7826,3758,13665,635996
AL,01077,5,14651,6197,21460,1088214
AL,01077,6,19607,9829,25984,1322453
AL,01077,7,23796,14750,28180,1487588
AL,01077,8,26313,20630,29432,1565096
AL,01077,9,30789,26688,32558,1765294
AL,01077,10,37452,32044,37144,2090806
AL,01077,11,39789,36179,38627,2197549
AL,01077,12,41189,39047,39682,2266861
AL,01077,13,42570,40893,40790,2340996
AL,01077,14,44088,42024,41857,2426408
AL,01077,15,44711,42696,42707,2463862
AL,01077,16,45038,43088,43000,2484952
AL,01077,17,45376,43315,43313,2506023
AL,01077,18,45599,43445,43578,2520369
AL,01079,1,1,305,0,75
AL,01079,2,241,517,311,57984
AL,01079,3,1315,867,2406,298465
AL,01079,4,2982,1432,4573,635996
AL,01079,5,5449,2305,7528,1088214
AL,01079,6,7125,3572,9161,1322453
AL,01079,7,8473,5252,9915,1487588
AL,01079,8,9222,7230,10283,1565096
AL,01079,9,10681,9258,11397,1765294
AL,01079,10,12932,11065,13269,2090806
AL,01079,11,13727,12482,13971,2197549
AL,01079,12,14227,13487,14393,2266861
AL,01079,13,14729,14149,14805,2340996
AL,01079,14,15281,14566,15186,2426408
AL,01079,15,15519,14820,15383,2463862
AL,01079,16,15648,14971,15472,2484952
AL,01079,17,15777,15061,15539,2506023
AL,01079,18,15863,15114,15587,2520369
AL,01081,1,1,2028,0,75
AL,01081,2,1590,3413,1778,57984
AL,01081,3,8606,5673,11566,298465
AL,01081,4,19244,9240,22494,635996
AL,01081,5,34490,14588,35547,1088214
AL,01081,6,43927,22021,40706,1322453
AL,01081,7,50539,31326,43925,1487588
AL,01081,8,53018,41567,45604,1565096
AL,01081,9,59250,51357,49487,1765294
AL,01081,10,69578,59531,55176,2090806
AL,01081,11,72169,65621,57053,2197549
AL,01081,12,73613,69784,58624,2266861
AL,01081,13,75435,72464,60215,2340996
AL,01081,14,77764,74124,64131,2426408
AL,01081,15,78672,75127,65269,2463862
AL,01081,16,79152,75725,65787,2484952
AL,01081,17,79697,76077,66263,2506023
AL,01081,18,80068,76285,66656,2520369
AL,01083,1,1,1545,0,75
AL,01083,2,1135,2436,830,57984
AL,01083,3,5754,3793,4779,298465
AL,01083,4,12077,5799,10147,635996
AL,01083,5,20415,8635,15648,1088214
AL,01083,6,24730,12397,19467,1322453
AL,01083,7,27418,16995,21568,1487588
AL,01083,8,28163,22080,22508,1565096
AL,01083,9,31284,27116,25196,1765294
AL,01083,10,36920,31589,31031,2090806
AL,01083,11,38706,35194,32605,2197549
AL,01083,12,39955,37877,33509,2266861
AL,01083,13,41390,39760,34356,2340996
AL,01083,14,43039,41025,37486,2426408
AL,01083,15,43827,41852,38174,2463862
AL,01083,16,44301,42383,38399,2484952
AL,01083,17,44751,42719,38642,2506023
AL,01083,18,45058,42930,38801,2520369
AL,01085,1,1,75,0,75
AL,01085,2,59,126,80,57984
AL,01085,3,318,210,364,298465
AL,01085,4,718,345,882,635996
AL,01085,5,1323,560,2044,1088214
AL,01085,6,1767,886,2509,1322453
AL,01085,7,2181,1352,2818,1487588
AL,01085,8,2506,1965,2990,1565096
AL,01085,9,3097,2685,3471,1765294
AL,01085,10,4008,3430,3963,2090806
AL,01085,11,4513,4104,4166,2197549
AL,01085,12,4898,4644,4289,2266861
AL,01085,13,5243,5037,4453,2340996
AL,01085,14,5562,5302,4725,2426408
AL,01085,15,5731,5473,4830,2463862
AL,01085,16,5832,5580,4933,2484952
AL,01085,17,5913,5645,4974,2506023
AL,01085,18,5965,5684,5001,2520369
AL,01087,1,1,156,0,75
AL,01087,2,128,273,206,57984
AL,01087,3,717,473,1149,298465
AL,01087,4,1682,808,2818,635996
AL,01087,5,3191,1350,4328,1088214
AL,01087,6,4336,2174,4945,1322453
AL,01087,7,5362,3324,5435,1487588
AL,01087,8,6052,4745,5750,1565096
AL,01087,9,7223,6261,6384,1765294
AL,01087,10,8932,7643,7186,2090806
AL,01087,11,9606,8735,7568,2197549
AL,01087,12,10024,9503,7844,2266861
AL,01087,13,10412,10002,8108,2340996
AL,01087,14,10814,10308,8347,2426408
AL,01087,15,10985,10490,8508,2463862
AL,01087,16,11075,10596,8616,2484952
AL,01087,17,11164,10657,8696,2506023
AL,01087,18,11221,10691,8763,2520369
AL,01089,1,1,2015,0,75
AL,01089,2,1719,3689,5518,57984
AL,01089,3,10181,6711,26029,298465
AL,01089,4,25137,12070,53979,635996
AL,01089,5,50313,21281,99458,1088214
AL,01089,6,72397,36293,132573,1322453
AL,01089,7,94797,58759,151508,1487588
AL,01089,8,112787,88426,158061,1565096
AL,01089,9,140455,121744,174405,1765294
AL,01089,10,178806,152987,192155,2090806
AL,01089,11,195438,177706,200339,2197549
AL,01089,12,205448,194762,206494,2266861
AL,01089,13,213873,205449,214757,2340996
AL,01089,14,222145,211748,224070,2426408
AL,01089,15,225487,215325,227478,2463862
AL,01089,16,227152,217316,229049,2484952
AL,01089,17,228735,218410,232346,2506023
AL,01089,18,229867,219007,233924,2520369
AL,01091,1,1,383,0,75
AL,01091,2,286,612,210,57984
AL,01091,3,1464,965,1026,298465
AL,01091,4,3105,1491,2640,635996
AL,01091,5,5286,2236,4282,1088214
AL,01091,6,6421,3219,4977,1322453
AL,01091,7,7098,4400,5411,1487588
AL,01091,8,7235,5672,5700,1565096
AL,01091,9,7946,6888,6557,1765294
AL,01091,10,9264,7927,8857,2090806
AL,01091,11,9603,8732,9315,2197549
AL,01091,12,9819,9309,9528,2266861
AL,01091,13,10098,9701,9756,2340996
AL,01091,14,10446,9957,10005,2426408
AL,01091,15,10598,10121,10169,2463862
AL,01091,16,10685,10223,10229,2484952
AL,01091,17,10776,10287,10273,2506023
AL,01091,18,10838,10326,10315,2520369
AL,01093,1,1,967,0,75
AL,01093,2,693,1487,458,57984
AL,01093,3,3375,2225,1919,298465
AL,01093,4,6677,3206,3185,635996
AL,01093,5,10417,4406,4904,1088214
AL,01093,6,10427,5728,5994,1322453
AL,01093,7,10427,7029,6466,1487588
AL,01093,8,10427,8175,6728,1565096
AL,01093,9,10486,9089,7650,1765294
AL,01093,10,11119,9762,9246,2090806
AL,01093,11,11119,10230,9779,2197549
AL,01093,12,11119,10541,10065,2266861
AL,01093,13,11183,10743,10345,2340996
AL,01093,14,11404,10871,10564,2426408
AL,01093,15,11469,10952,10703,2463862
AL,01093,16,11501,11003,10792,2484952
AL,01093,17,11559,11034,10865,2506023
AL,01093,18,11601,11053,10920,2520369
AL,01095,1,2,3034,0,75
AL,01095,2,2209,4741,1156,57984
AL,01095,3,10967,7229,6124,298465
AL,01095,4,22170,10645,9806,635996
AL,01095,5,35395,14971,17170,1088214
AL,01095,6,37706,19923,21488,1322453
AL,01095,7,37706,24976,24366,1487588
AL,01095,8,37706,29562,25656,1565096
AL,01095,9,38419,33301,29423,1765294
AL,01095,10,41505,36094,36967,2090806
AL,01095,11,41505,38045,39106,2197549
AL,01095,12,41505,39346,40320,2266861
AL,01095,13,41834,40186,41743,2340996
AL,01095,14,42717,40718,42996,2426408
AL,01095,15,42988,41051,43646,2463862
AL,01095,16,43124,41257,43997,2484952
AL,01095,17,43353,41384,44282,2506023
AL,01095,18,43518,41462,44521,2520369
AL,01097,1,3,6983,0,75
AL,01097,2,5050,10833,4886,57984
AL,01097,3,25237,16634,27083,298465
AL,01097,4,52394,25157,53824,635996
AL,01097,5,88004,37223,87665,1088214
AL,01097,6,106594,53436,99298,1322453
AL,01097,7,118999,73760,112875,1487588
AL,01097,8,123890,97131,119396,1565096
AL,01097,9,140153,121482,140830,1765294
AL,01097,10,168748,144381,170999,2090806
AL,01097,11,180286,163929,180012,2197549
AL,01097,12,189121,179284,186623,2266861
AL,01097,13,198392,190578,192977,2340996
AL,01097,14,208234,198488,199225,2426408
AL,01097,15,213460,203840,202335,2463862
AL,01097,16,216764,207378,204252,2484952
AL,01097,17,219656,209680,206659,2506023
AL,01097,18,221634,211163,207784,2520369
AL,01099,1,1,343,0,75
AL,01099,2,266,569,94,57984
AL,01099,3,1410,930,1498,298465
AL,01099,4,3092,1485,2862,635996
AL,01099,5,5407,2287,4069,1088214
AL,01099,6,6692,3355,4699,1322453
AL,01099,7,7463,4626,5140,1487588
AL,01099,8,7596,5955,5445,1565096
AL,01099,9,8268,7167,6243,1765294
AL,01099,10,9517,8143,7679,2090806
AL,01099,11,9736,8853,8158,2197549
AL,01099,12,9844,9332,8370,2266861
AL,01099,13,10034,9639,8625,2340996
AL,01099,14,10311,9829,8823,2426408
AL,01099,15,10414,9945,8946,2463862
AL,01099,16,10467,10014,9009,2484952
AL,01099,17,10534,10056,9065,2506023
AL,01099,18,10580,10080,9091,2520369
AL,01101,1,1,2166,0,75
AL,01101,2,1686,3619,2114,57984
AL,01101,3,9104,6001,10807,298465
AL,01101,4,20472,9830,29736,635996
AL,01101,5,37346,15796,51065,1088214
AL,01101,6,49168,24648,63285,1322453
AL,01101,7,59499,36880,71274,1487588
AL,01101,8,66600,52215,76436,1565096
AL,01101,9,79901,69257,85604,1765294
AL,01101,10,100323,85837,98789,2090806
AL,01101,11,109985,100006,104398,2197549
AL,01101,12,116915,110834,109170,2266861
AL,01101,13,123278,118422,113668,2340996
AL,01101,14,129482,123422,113825,2426408
AL,01101,15,132560,126586,116056,2463862
AL,01101,16,134353,128536,117360,2484952
AL,01101,17,135890,129718,118518,2506023
AL,01101,18,136896,130428,119431,2520369
AL,01103,1,1,2169,0,75
AL,01103,2,1641,3522,1205,57984
AL,01103,3,8537,5627,7761,298465
AL,01103,4,18263,8769,15050,635996
AL,01103,5,31165,13182,24600,1088214
AL,01103,6,37652,18875,30168,1322453
AL,01103,7,41091,25470,33517,1487588
AL,01103,8,41091,32219,34943,1565096
AL,01103,9,44191,38304,38564,1765294
AL,01103,10,50483,43193,44373,2090806
AL,01103,11,51440,46773,46679,2197549
AL,01103,12,51918,49218,48046,2266861
AL,01103,13,52894,50810,49578,2340996
AL,01103,14,54359,51815,50969,2426408
AL,01103,15,54912,52437,51697,2463862
AL,01103,16,55207,52817,52009,2484952
AL,01103,17,55572,53048,52294,2506023
AL,01103,18,55824,53187,52506,2520369
AL,01105,1,1,96,0,75
AL,01105,2,77,164,85,57984
AL,01105,3,421,278,425,298465
AL,01105,4,966,464,1411,635996
AL,01105,5,1785,755,2229,1088214
AL,01105,6,2361,1184,2461,1322453
AL,01105,7,2836,1758,2604,1487588
AL,01105,8,3112,2440,2745,1565096
AL,01105,9,3626,3143,3170,1765294
AL,01105,10,4404,3768,3713,2090806
AL,01105,11,4680,4256,3894,2197549
AL,01105,12,4850,4598,3982,2266861
AL,01105,13,5019,4822,4101,2340996
AL,01105,14,5204,4961,4197,2426408
AL,01105,15,5283,5045,4281,2463862
AL,01105,16,5325,5095,4327,2484952
AL,01105,17,5367,5124,4350,2506023
AL,01105,18,5396,5141,4372,2520369
AL,01107,1,1,357,0,75
AL,01107,2,260,558,201,57984
AL,01107,3,1307,862,910,298465
AL,01107,4,2728,1310,2634,635996
AL,01107,5,4589,1941,4066,1088214
AL,01107,6,5545,2780,5125,1322453
AL,01107,7,6150,3812,5751,1487588
AL,01107,8,6335,4967,6088,1565096
AL,01107,9,7072,6130,6837,1765294
AL,01107,10,8396,7184,8171,2090806
AL,01107,11,8854,8051,8666,2197549
AL,01107,12,9187,8709,9007,2266861
AL,01107,13,9555,9179,9271,2340996
AL,01107,14,9966,9500,9525,2426408
AL,01107,15,10171,9713,9700,2463862
AL,01107,16,10297,9851,9799,2484952
AL,01107,17,10413,9940,9901,2506023
AL,01107,18,10491,9996,9974,2520369
AL,01109,1,1,768,0,75
AL,01109,2,559,1198,179,57984
AL,01109,3,2791,1840,1762,298465
AL,01109,4,5744,2758,3703,635996
AL,01109,5,9454,3999,6155,1088214
AL,01109,6,11083,5556,6943,1322453
AL,01109,7,11667,7330,7804,1487588
AL,01109,8,11667,9147,8233,1565096
AL,01109,9,12476,10814,9250,1765294
AL,01109,10,14256,12198,11545,2090806
AL,01109,11,14574,13252,12335,2197549
AL,01109,12,14774,14006,12705,2266861
AL,01109,13,15114,14519,13094,2340996
AL,01109,14,15587,14858,13491,2426408
AL,01109,15,15787,15076,13771,2463862
AL,01109,16,15904,15216,13898,2484952
AL,01109,17,16032,15304,13982,2506023
AL,01109,18,16120,15359,14060,2520369
AL,01111,1,1,573,0,75
AL,01111,2,431,925,99,57984
AL,01111,3,2202,1452,1298,298465
AL,01111,4,4567,2193,2578,635996
AL,01111,5,7437,3146,3904,1088214
AL,01111,6,8032,4236,4543,1322453
AL,01111,7,8032,5331,4901,1487588
AL,01111,8,8032,6297,5054,1565096
AL,01111,9,8138,7054,5454,1765294
AL,01111,10,8638,7595,6418,2090806
AL,01111,11,8638,7957,6890,2197549
AL,01111,12,8638,8189,7100,2266861
AL,01111,13,8673,8332,7242,2340996
AL,01111,14,8833,8420,7260,2426408
AL,01111,15,8873,8473,7366,2463862
AL,01111,16,8889,8504,7438,2484952
AL,01111,17,8928,8523,7497,2506023
AL,01111,18,8957,8534,7532,2520369
AL,01113,1,1,695,0,75
AL,01113,2,514,1103,224,57984
AL,01113,3,2632,1735,1799,298465
AL,01113,4,5610,2694,4591,635996
AL,01113,5,9698,4102,9626,1088214
AL,01113,6,12118,6075,11739,1322453
AL,01113,7,13976,8663,13294,1487588
AL,01113,8,15029,11783,14208,1565096
AL,01113,9,17510,15178,16026,1765294
AL,01113,10,21608,18488,18509,2090806
AL,01113,11,23520,21386,19856,2197549
AL,01113,12,24992,23692,21015,2266861
AL,01113,13,26435,25394,21900,2340996
AL,01113,14,27885,26580,22656,2426408
AL,01113,15,28667,27375,23331,2463862
AL,01113,16,29155,27893,23615,2484952
AL,01113,17,29567,28224,24035,2506023
AL,01113,18,29844,28434,24301,2520369
AL,01115,1,1,810,0,75
AL,01115,2,631,1353,524,57984
AL,01115,3,3395,2238,3449,298465
AL,01115,4,7587,3643,7103,635996
AL,01115,5,13674,5784,13546,1088214
AL,01115,6,17654,8850,17171,1322453
AL,01115,7,20770,12874,19786,1487588
AL,01115,8,22435,17589,20848,1565096
AL,01115,9,25880,22433,23762,1765294
AL,01115,10,31300,26781,29884,2090806
AL,01115,11,33253,30236,31542,2197549
AL,01115,12,34522,32726,32343,2266861
AL,01115,13,35805,34395,33247,2340996
AL,01115,14,37203,35462,34168,2426408
AL,01115,15,37827,36122,34621,2463862
AL,01115,16,38176,36523,34877,2484952
AL,01115,17,38513,36764,35098,2506023
AL,01115,18,38737,36907,35276,2520369
AL,01117,1,1,2070,0,75
AL,01117,2,1697,3642,1709,57984
AL,01117,3,9596,6325,7183,298465
AL,01117,4,22397,10754,15587,635996
AL,01117,5,41774,17669,32226,1088214
AL,01117,6,55027,27585,40283,1322453
AL,01117,7,64843,40192,46057,1487588
AL,01117,8,68856,53984,48499,1565096
AL,01117,9,77062,66796,55227,1765294
AL,01117,10,90009,77012,66815,2090806
AL,01117,11,92614,84211,70314,2197549
AL,01117,12,93729,88854,72031,2266861
AL,01117,13,95439,91680,74396,2340996
AL,01117,14,97922,93339,76828,2426408
AL,01117,15,98742,94292,77918,2463862
AL,01117,16,99126,94834,78508,2484952
AL,01117,17,99666,95139,79057,2506023
AL,01117,18,100037,95311,79528,2520369
AL,01119,1,1,133,0,75
AL,01119,2,106,227,66,57984
AL,01119,3,582,384,669,298465
AL,01119,4,1328,638,1728,635996
AL,01119,5,2449,1036,2935,1088214
AL,01119,6,3235,1622,3530,1322453
AL,01119,7,3893,2413,3824,1487588
AL,01119,8,4289,3363,4006,1565096
AL,01119,9,5026,4357,4429,1765294
AL,01119,10,6145,5258,5234,2090806
AL,01119,11,6569,5973,5528,2197549
AL,01119,12,6839,6484,5739,2266861
AL,01119,13,7101,6822,5933,2340996
AL,01119,14,7379,7034,6103,2426408
AL,01119,15,7502,7164,6238,2463862
AL,01119,16,7568,7241,6347,2484952
AL,01119,17,7632,7286,6403,2506023
AL,01119,18,7675,7313,6454,2520369
AL,01121,1,1,1926,0,75
AL,01121,2,1401,3007,549,57984
AL,01121,3,6991,4608,3909,298465
AL,01121,4,14312,6872,8001,635996
AL,01121,5,23354,9878,12398,1088214
AL,01121,6,27022,13546,14570,1322453
AL,01121,7,27521,17590,16841,1487588
AL,01121,8,27521,21577,17796,1565096
AL,01121,9,28957,25099,20384,1765294
AL,01121,10,32634,27922,25107,2090806
AL,01121,11,33004,30010,26358,2197549
AL,01121,12,33195,31468,27110,2266861
AL,01121,13,33774,32444,27977,2340996
AL,01121,14,34702,33078,28588,2426408
AL,01121,15,35064,33484,28942,2463862
AL,01121,16,35267,33740,29135,2484952
AL,01121,17,35514,33901,29299,2506023
AL,01121,18,35687,34001,29439,2520369
AL,01123,1,1,1265,0,75
AL,01123,2,899,1928,464,57984
AL,01123,3,4360,2874,2573,298465
AL,01123,4,8651,4154,4792,635996
AL,01123,5,13632,5766,7551,1088214
AL,01123,6,14486,7622,8368,1322453
AL,01123,7,14486,9552,9478,1487588
AL,01123,8,14486,11357,9992,1565096
AL,01123,9,14865,12885,11010,1765294
AL,01123,10,16392,14074,13591,2090806
AL,01123,11,16392,14940,14136,2197549
AL,01123,12,16393,15540,14651,2266861
AL,01123,13,16595,15941,14995,2340996
AL,01123,14,16999,16204,15213,2426408
AL,01123,15,17147,16374,15404,2463862
AL,01123,16,17228,16482,15470,2484952
AL,01123,17,17338,16551,15597,2506023
AL,01123,18,17417,16594,15679,2520369
AL,01125,1,1,2386,0,75
AL,01125,2,1858,3986,2092,57984
AL,01125,3,9995,6588,9109,298465
AL,01125,4,22295,10705,24205,635996
AL,01125,5,40064,16946,37056,1088214
AL,01125,6,51494,25814,46447,1322453
AL,01125,7,60217,37325,52963,1487588
AL,01125,8,64577,50629,55964,1565096
AL,01125,9,73939,64089,63030,1765294
AL,01125,10,88820,75995,78167,2090806
AL,01125,11,93852,85337,81642,2197549
AL,01125,12,97050,92002,84130,2266861
AL,01125,13,100394,96440,86700,2340996
AL,01125,14,104135,99261,88953,2426408
AL,01125,15,105768,101002,90271,2463862
AL,01125,16,106676,102057,91110,2484952
AL,01125,17,107576,102690,91661,2506023
AL,01125,18,108177,103066,92167,2520369
AL,01127,1,1,1500,0,75
AL,01127,2,1094,2348,694,57984
AL,01127,3,5478,3611,3650,298465
AL,01127,4,11267,5410,7722,635996
AL,01127,5,18483,7818,13413,1088214
AL,01127,6,21522,10789,15974,1322453
AL,01127,7,22205,14102,17749,1487588
AL,01127,8,22205,17409,18511,1565096
AL,01127,9,23490,20361,20781,1765294
AL,01127,10,26585,22746,25598,2090806
AL,01127,11,26969,24522,27016,2197549
AL,01127,12,27181,25767,27885,2266861
AL,01127,13,27692,26601,28584,2340996
AL,01127,14,28478,27145,29320,2426408
AL,01127,15,28790,27493,29663,2463862
AL,01127,16,28966,27712,29895,2484952
AL,01127,17,29174,27849,30050,2506023
AL,01127,18,29320,27935,30195,2520369
AL,01129,1,1,411,0,75
AL,01129,2,304,652,90,57984
AL,01129,3,1538,1014,1154,298465
AL,01129,4,3188,1531,2310,635996
AL,01129,5,5255,2223,3114,1088214
AL,01129,6,6118,3067,3528,1322453
AL,01129,7,6226,3989,3846,1487588
AL,01129,8,6226,4882,4036,1565096
AL,01129,9,6523,5654,4862,1765294
AL,01129,10,7311,6256,6600,2090806
AL,01129,11,7357,6690,6870,2197549
AL,01129,12,7368,6985,7021,2266861
AL,01129,13,7471,7177,7164,2340996
AL,01129,14,7658,7300,7316,2426408
AL,01129,15,7725,7377,7433,2463862
AL,01129,16,7760,7424,7485,2484952
AL,01129,17,7807,7453,7512,2506023
AL,01129,18,7841,7471,7540,2520369
AL,01131,1,1,130,0,75
AL,01131,2,101,215,0,57984
AL,01131,3,535,353,463,298465
AL,01131,4,1189,571,1651,635996
AL,01131,5,2132,902,2301,1088214
AL,01131,6,2748,1378,2652,1322453
AL,01131,7,3241,2009,2899,1487588
AL,01131,8,3524,2763,3096,1565096
AL,01131,9,4103,3557,3678,1765294
AL,01131,10,5015,4291,4647,2090806
AL,01131,11,5380,4892,4874,2197549
AL,01131,12,5630,5338,5047,2266861
AL,01131,13,5874,5643,5206,2340996
AL,01131,14,6128,5842,5379,2426408
AL,01131,15,6249,5968,5479,2463862
AL,01131,16,6318,6045,5573,2484952
AL,01131,17,6381,6092,5591,2506023
AL,01131,18,6423,6120,5608,2520369
AL,01133,1,1,638,0,75
AL,01133,2,457,980,127,57984
AL,01133,3,2219,1463,904,298465
AL,01133,4,4373,2100,1583,635996
AL,01133,5,6645,2869,2291,1088214
AL,01133,6,6645,3703,2830,1322453
AL,01133,7,6645,4511,3133,1487588
AL,01133,8,6645,5210,3250,1565096
AL,01133,9,6645,5760,3656,1765294
AL,01133,10,6980,6160,4454,2090806
AL,01133,11,6980,6435,4694,2197549
AL,01133,12,6980,6617,4828,2266861
AL,01133,13,7010,6734,5004,2340996
AL,01133,14,7142,6808,5091,2426408
AL,01133,15,7177,6854,5143,2463862
AL,01133,16,7194,6883,5183,2484952
AL,01133,17,7229,6901,5206,2506023
AL,01133,18,7254,6912,5220,2520369
AR,05001,1,1,610,0,106
AR,05001,2,698,959,347,63323
AR,05001,3,2554,1472,1369,240332
AR,05001,4,4595,2182,3138,453422
AR,05001,5,7558,3088,5265,792147
AR,05001,6,8420,4130,5785,945957
AR,05001,7,8420,5197,6200,1039832
AR,05001,8,8420,6167,6543,1106383
AR,05001,9,8740,6955,7758,1261816
AR,05001,10,8994,7542,8545,1378871
AR,05001,11,9030,7949,8845,1450592
AR,05001,12,9030,8220,9059,1490934
AR,05001,13,9194,8393,9273,1545587
AR,05001,14,9368,8502,9492,1591771
AR,05001,15,9445,8570,9625,1614916
AR,05001,16,9494,8612,9721,1629033
AR,05001,17,9551,8637,9785,1642395
AR,05001,18,9602,8653,9832,1653127
AR,05003,1,1,658,0,106
AR,05003,2,751,1032,258,63323
AR,05003,3,2741,1580,1367,240332
AR,05003,4,4915,2334,2498,453422
AR,05003,5,8059,3293,4580,792147
AR,05003,6,8913,4392,5673,945957
AR,05003,7,8913,5513,6207,1039832
AR,05003,8,8913,6528,6515,1106383
AR,05003,9,9241,7353,7593,1261816
AR,05003,10,9501,7967,8514,1378871
AR,05003,11,9533,8394,8904,1450592
AR,05003,12,9533,8678,9087,1490934
AR,05003,13,9706,8860,9339,1545587
AR,05003,14,9889,8975,9561,1591771
AR,05003,15,9970,9046,9717,1614916
AR,05003,16,10021,9090,9794,1629033
AR,05003,17,10082,9117,9856,1642395
AR,05003,18,10136,9134,9903,1653127
AR,05005,1,1,523,0,106
AR,05005,2,685,942,860,63323
AR,05005,3,2894,1668,3648,240332
AR,05005,4,6036,2866,5989,453422
AR,05005,5,11484,4692,10996,792147
AR,05005,6,14654,7168,12674,945957
AR,05005,7,16476,10040,13562,1039832
AR,05005,8,17514,12827,14295,1106383
AR,05005,9,18976,15099,16285,1261816
AR,05005,10,19919,16703,17408,1378871
AR,05005,11,20140,17724,18190,1450592
AR,05005,12,20140,18332,18550,1490934
AR,05005,13,20463,18679,18972,1545587
AR,05005,14,20795,18872,19274,1591771
AR,05005,15,20918,18979,19452,1614916
AR,05005,16,20988,19037,19582,1629033
AR,05005,17,21088,19069,19703,1642395
AR,05005,18,21182,19087,19811,1653127
AR,05007,1,3,1768,0,106
AR,05007,2,2307,3172,4058,63323
AR,05007,3,9801,5648,14696,240332
AR,05007,4,20896,9922,30238,453422
AR,05007,5,41709,17041,63930,792147
AR,05007,6,57692,28220,83190,945957
AR,05007,7,72513,44239,95330,1039832
AR,05007,8,87968,64427,101271,1106383
AR,05007,9,108237,86123,112945,1261816
AR,05007,10,126158,105788,122634,1378871
AR,05007,11,137863,121046,129570,1450592
AR,05007,12,144488,131517,133608,1490934
AR,05007,13,151297,138112,139899,1545587
AR,05007,14,156521,142043,144848,1591771
AR,05007,15,159059,144311,146973,1614916
AR,05007,16,160518,145595,148006,1629033
AR,05007,17,161808,146313,149503,1642395
AR,05007,18,162812,146712,150484,1653127
AR,05009,1,1,472,0,106
AR,05009,2,586,805,614,63323
AR,05009,3,2344,1351,2565,240332
AR,05009,4,4652,2209,4666,453422
AR,05009,5,8507,3476,7101,792147
AR,05009,6,10579,5175,8181,945957
AR,05009,7,11799,7190,8915,1039832
AR,05009,8,12636,9255,9432,1106383
AR,05009,9,13922,11078,10923,1261816
